*SOIL INORGANIC N BALANCE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 04, 2025 15:50:50

*RUN   1        : farm_23                   MZCER048 UNLI2309    1
 MODEL          : MZCER048 - Maize
 EXPERIMENT     : UNLI2309 MZ PIO1366
 DATA PATH      :
 TREATMENT  1   : farm_23                   MZCER048
  
!               |------------------- STATE VARIABLES -------------------|---- ADDED ---|----------------------------- REMOVED TODAY --------------------------|    DAILY     CUMUL
@YEAR DOY  DAS     NO3     NH4   TUREA   TNGAS  FLOODN  ALGFIX  UNFERT   AFERT  AMINER  RIMMOB    RLCH    RLTD    RNUP    RNRO    RAML   N2OED    N2ED    NOED      DBAL      CBAL
 2023 196   87  15.822   1.944   0.000   0.087   0.000   0.000   0.000     0.0  0.5358  0.0000  0.7986  0.0000  0.4212  0.0000  0.0000  0.0001  0.0003  0.0002    0.0000    0.0000
 2023 197   88  16.079   1.937   0.000   0.088   0.000   0.000   0.000     0.0  0.5178  0.0000  0.0392  0.0000  0.2268  0.0000  0.0000  0.0003  0.0009  0.0006    0.0000    0.0000
 2023 198   89  16.048   1.920   0.000   0.087   0.000   0.000   0.000     0.0  0.5198  0.0000  0.1639  0.0000  0.4015  0.0000  0.0000  0.0005  0.0013  0.0009   -0.0000    0.0000
 2023 199   90  16.154   1.897   0.000   0.087   0.000   0.000   0.000     0.0  0.5078  0.0000  0.0061  0.0000  0.4165  0.0000  0.0000  0.0005  0.0014  0.0010    0.0000    0.0000
 2023 200   91  16.245   1.864   0.000   0.086   0.000   0.000   0.000     0.0  0.5064  0.0000  0.0000  0.0000  0.4468  0.0000  0.0000  0.0005  0.0013  0.0010    0.0000    0.0000
 2023 201   92  16.332   1.838   0.000   0.086   0.000   0.000   0.000     0.0  0.5200  0.0000  0.0000  0.0000  0.4557  0.0000  0.0000  0.0005  0.0012  0.0010   -0.0000    0.0000
 2023 202   93  16.391   1.833   0.000   0.085   0.000   0.000   0.000     0.0  0.5136  0.0000  0.0000  0.0000  0.4585  0.0000  0.0000  0.0005  0.0010  0.0009   -0.0000    0.0000
 2023 203   94  16.453   1.826   0.000   0.085   0.000   0.000   0.000     0.0  0.4920  0.0000  0.0000  0.0000  0.4335  0.0000  0.0000  0.0005  0.0011  0.0009    0.0000    0.0000
 2023 204   95  16.509   1.846   0.000   0.086   0.000   0.000   0.000     0.0  0.4976  0.0000  0.0000  0.0000  0.4203  0.0000  0.0000  0.0003  0.0005  0.0005   -0.0000    0.0000
 2023 205   96  16.605   1.856   0.000   0.086   0.000   0.000   0.000     0.0  0.5088  0.0000  0.0000  0.0000  0.4004  0.0000  0.0000  0.0004  0.0008  0.0007   -0.0000    0.0000
 2023 206   97  16.713   1.854   0.000   0.086   0.000   0.000   0.000     0.0  0.5268  0.0000  0.0000  0.0000  0.4193  0.0000  0.0000  0.0005  0.0010  0.0009    0.0000    0.0000
 2023 207   98  16.874   1.820   0.000   0.086   0.000   0.000   0.000     0.0  0.5753  0.0000  0.0000  0.0000  0.4451  0.0000  0.0000  0.0006  0.0010  0.0010   -0.0000    0.0000
 2023 208   99  17.017   1.781   0.000   0.086   0.000   0.000   0.000     0.0  0.6205  0.0000  0.0000  0.0000  0.5141  0.0000  0.0000  0.0006  0.0010  0.0010   -0.0000    0.0000
 2023 209  100  17.155   1.742   0.000   0.086   0.000   0.000   0.000     0.0  0.6552  0.0000  0.0000  0.0000  0.5531  0.0000  0.0000  0.0006  0.0009  0.0010    0.0000    0.0000
 2023 210  101  17.273   1.713   0.000   0.087   0.000   0.000   0.000     0.0  0.6710  0.0000  0.0000  0.0000  0.5792  0.0000  0.0000  0.0006  0.0009  0.0010   -0.0000   -0.0000
 2023 211  102  17.362   1.702   0.000   0.087   0.000   0.000   0.000     0.0  0.6620  0.0000  0.0000  0.0000  0.5818  0.0000  0.0000  0.0006  0.0008  0.0010    0.0000    0.0000
 2023 212  103  17.461   1.699   0.000   0.087   0.000   0.000   0.000     0.0  0.6571  0.0000  0.0000  0.0000  0.5577  0.0000  0.0000  0.0006  0.0008  0.0010   -0.0000   -0.0000
 2023 213  104  17.554   1.703   0.000   0.088   0.000   0.000   0.000     0.0  0.6460  0.0000  0.0000  0.0000  0.5462  0.0000  0.0000  0.0005  0.0008  0.0010    0.0000   -0.0000
 2023 214  105  17.639   1.713   0.000   0.088   0.000   0.000   0.000     0.0  0.6282  0.0000  0.0000  0.0000  0.5310  0.0000  0.0000  0.0005  0.0008  0.0010   -0.0000   -0.0000
 2023 215  106  17.743   1.721   0.000   0.088   0.000   0.000   0.000     0.0  0.6257  0.0000  0.0000  0.0000  0.5114  0.0000  0.0000  0.0005  0.0007  0.0010    0.0000    0.0000
 2023 216  107  17.796   1.766   0.000   0.090   0.000   0.000   0.000     0.0  0.6207  0.0000  0.0000  0.0000  0.5203  0.0000  0.0000  0.0001  0.0002  0.0003   -0.0000    0.0000
 2023 217  108  17.335   1.852   0.000   0.091   0.000   0.000   0.000     0.0  0.6023  0.0000  0.4622  0.0000  0.5125  0.0000  0.0000  0.0001  0.0002  0.0002    0.0000    0.0000
 2023 218  109  17.300   1.874   0.000   0.092   0.000   0.000   0.000     0.0  0.5910  0.0000  0.2898  0.0000  0.3128  0.0000  0.0000  0.0003  0.0004  0.0007    0.0000    0.0000
 2023 219  110  17.467   1.878   0.000   0.093   0.000   0.000   0.000     0.0  0.5638  0.0000  0.0000  0.0000  0.3895  0.0000  0.0000  0.0005  0.0006  0.0009    0.0000    0.0000
 2023 220  111  17.388   1.932   0.000   0.096   0.000   0.000   0.000     0.0  0.5154  0.0000  0.0506  0.0000  0.4868  0.0000  0.0000  0.0001  0.0002  0.0002    0.0000    0.0000
 2023 221  112  17.438   1.963   0.000   0.098   0.000   0.000   0.000     0.0  0.4954  0.0000  0.0654  0.0000  0.3456  0.0000  0.0000  0.0003  0.0004  0.0006   -0.0000    0.0000
 2023 222  113  16.882   1.976   0.000   0.099   0.000   0.000   0.000     0.0  0.4833  0.0000  0.6894  0.0000  0.3332  0.0000  0.0000  0.0005  0.0007  0.0009   -0.0000    0.0000
 2023 223  114  16.888   1.967   0.000   0.099   0.000   0.000   0.000     0.0  0.4905  0.0000  0.1875  0.0000  0.3037  0.0000  0.0000  0.0006  0.0008  0.0010   -0.0000    0.0000
 2023 224  115  17.008   1.949   0.000   0.099   0.000   0.000   0.000     0.0  0.5071  0.0000  0.0115  0.0000  0.3916  0.0000  0.0000  0.0006  0.0009  0.0011    0.0000    0.0000
 2023 225  116  17.129   1.923   0.000   0.099   0.000   0.000   0.000     0.0  0.5383  0.0000  0.0000  0.0000  0.4410  0.0000  0.0000  0.0006  0.0008  0.0011   -0.0000    0.0000
 2023 226  117  17.199   1.903   0.000   0.098   0.000   0.000   0.000     0.0  0.5277  0.0000  0.0000  0.0000  0.4751  0.0000  0.0000  0.0006  0.0008  0.0011   -0.0000    0.0000
 2023 227  118  17.262   1.887   0.000   0.098   0.000   0.000   0.000     0.0  0.5101  0.0000  0.0000  0.0000  0.4611  0.0000  0.0000  0.0006  0.0008  0.0011   -0.0000    0.0000
 2023 228  119  17.309   1.880   0.000   0.098   0.000   0.000   0.000     0.0  0.4850  0.0000  0.0000  0.0000  0.4436  0.0000  0.0000  0.0006  0.0008  0.0011    0.0000    0.0000
 2023 229  120  17.401   1.872   0.000   0.098   0.000   0.000   0.000     0.0  0.5042  0.0000  0.0000  0.0000  0.4174  0.0000  0.0000  0.0006  0.0008  0.0011   -0.0000   -0.0000
